"","gene","entrez_id","ensembl_id","subclass","pct.1","pct.2","avg_log2FC","roc_avg_diff","roc_myAUC","roc_power","MAST_p_val","MAST_p_val_adj"
"1","A1BG",1,"ENSG00000121410","Oligodendrocyte",0.168,0.275,1.6303660617519,1.13008363898395,0.458,0.084,7.90767447651532e-118,3.97605780353667e-113
"2","A1BG",1,"ENSG00000121410","Pericyte",0.125,0.271,2.49027641951935,1.72612807900475,0.442,0.116,3.1715353603163e-06,0.159467969452064
"3","A2M",2,"ENSG00000175899","Microglia",0.881,0.441,5.1412589715885,3.56364916068509,0.883,0.766,0,0
"4","A2M",2,"ENSG00000175899","Endothelial",0.943,0.447,5.26724457098542,3.65097572369822,0.943,0.886,7.44397780847363e-88,3.74290648187863e-83
"5","A2M",2,"ENSG00000175899","Pericyte",0.531,0.448,3.93515859221208,2.72764408324805,0.643,0.286,2.81667935602085e-14,1.41625454700084e-09
"6","A2ML1",144568,"ENSG00000166535","Astrocyte",0.575,0.443,2.1429757867917,1.48539762462289,0.596,0.192,3.86418389362458e-47,1.94295030355337e-42
"7","A4GALT",53947,"ENSG00000128274","Endothelial",0.271,0.16,3.02766408496974,2.09861682417938,0.567,0.134,1.06595140083892e-27,5.35971023855818e-23
"8","A4GALT",53947,"ENSG00000128274","VLMC",0.273,0.16,2.6784184359873,1.85653818726438,0.568,0.136,4.94336957657796e-06,0.248557565679917
"9","A4GALT",53947,"ENSG00000128274","Pericyte",0.312,0.16,5.13239110913571,3.55750242682835,0.594,0.188,7.2962307075623e-54,3.6686177620694e-49
"10","AAMDC",28971,"ENSG00000087884","Oligodendrocyte",0.359,0.448,1.60888686103272,1.11519539156477,0.469,0.0620000000000001,1.52481287179054e-35,7.66691160065001e-31
"11","AARD",441376,"ENSG00000205002","LAMP5",0.373,0.054,3.18986891839357,2.21104864714031,0.665,0.33,0,0
"12","AARD",441376,"ENSG00000205002","L6b",0.348,0.064,1.67439164938121,1.1605998509217,0.642,0.284,1.18623020597607e-159,5.9644840986683e-155
"13","AASS",10157,"ENSG00000008311","Astrocyte",0.799,0.185,3.91224095483996,2.71175878751847,0.854,0.708,0,0
"14","AASS",10157,"ENSG00000008311","Pericyte",0.312,0.201,2.47799949589403,1.71761836400791,0.573,0.146,0.00333673951524799,1
"15","AASS",10157,"ENSG00000008311","VLMC",0.545,0.201,3.10704025486595,2.15363619254659,0.708,0.416,0.00102818766465672,1
"16","AASS",10157,"ENSG00000008311","Oligodendrocyte",0.544,0.186,3.33534671211827,2.31188616969467,0.705,0.41,0,0
"17","AASS",10157,"ENSG00000008311","OPC",0.618,0.194,3.03785910720901,2.10568347510028,0.737,0.474,1.9040655916532e-198,9.57383220139144e-194
"18","AATF",26574,"ENSG00000276072, ENSG00000275700","VLMC",0.545,0.485,2.31813850659025,1.60681116999047,0.549,0.0980000000000001,NA,NA
"19","AATK",9625,"ENSG00000181409","Oligodendrocyte",0.581,0.54,2.30005647215097,1.59427765880009,0.594,0.188,3.08400170894923e-240,1.55066689927676e-235
"20","ABCA1",19,"ENSG00000165029","VLMC",0.818,0.422,4.97983767938983,3.45176044711524,0.812,0.624,1.43879152810552e-07,0.00723438768246738
"21","ABCA1",19,"ENSG00000165029","Astrocyte",0.681,0.416,2.84470754697811,1.97180101570547,0.696,0.392,2.29904452885186e-204,1.155982579552e-199
"22","ABCA1",19,"ENSG00000165029","OPC",0.538,0.42,2.20689983031113,1.52970639515838,0.588,0.176,2.08788377653518e-37,1.04980884167965e-32
"23","ABCA10",10349,"ENSG00000154263","VLMC",1,0.745,4.23452648672823,2.93515009528208,0.998,0.996,5.10845142729291e-12,2.56858046215715e-07
"24","ABCA12",26154,"ENSG00000144452","L5/6 NP",0.379,0.251,1.57765067410244,1.0935441166626,0.579,0.158,2.16815873213411e-44,1.09017189210435e-39
"25","ABCA12",26154,"ENSG00000144452","L6b",0.448,0.249,1.75179807491015,1.21425389653431,0.622,0.244,4.23626060309392e-111,2.13003419384165e-106
"26","ABCA13",154664,"ENSG00000179869","Microglia",0.288,0.312,1.95364865812042,1.35416605918089,0.502,0.004,1.03682547667783e-17,5.2132621792838e-13
"27","ABCA13",154664,"ENSG00000179869","Pericyte",0.219,0.312,1.88452165831936,1.30625087416822,0.459,0.082,0.0327740556399161,1
"28","ABCA2",20,"ENSG00000107331","Oligodendrocyte",0.951,0.533,4.50632570421979,3.12354695656477,0.922,0.844,0,0
"29","ABCA4",24,"ENSG00000198691","VLMC",0.636,0.124,6.32222177813799,4.38223020039103,0.791,0.582,5.75022136072234e-12,2.8912688023848e-07
"30","ABCA4",24,"ENSG00000198691","L5 IT",0.257,0.1,2.56729499589451,1.77951328806993,0.585,0.17,0,0
"31","ABCA6",23460,"ENSG00000154262","VLMC",1,0.592,4.3974976901867,3.04811312547178,0.962,0.924,3.10650173070594e-10,1.56198013521625e-05
"32","ABCA8",10351,"ENSG00000141338","Oligodendrocyte",0.853,0.138,7.94142202296141,5.50457428485236,0.913,0.826,0,0
"33","ABCA8",10351,"ENSG00000141338","VLMC",1,0.167,6.02699852410756,4.1775970342241,0.992,0.984,2.97194601498707e-21,1.49432417579565e-16
"34","ABCA9",10350,"ENSG00000154258","Pericyte",0.469,0.631,2.39435756884627,1.65964219809815,0.464,0.072,0.00900560073461509,1
"35","ABCA9",10350,"ENSG00000154258","VLMC",1,0.631,5.57170942717618,3.86201468034643,1,1,3.10070426690215e-19,1.55906511244107e-14
"36","ABCB1",5243,"ENSG00000085563","L6 CT",0.525,0.21,2.01731755758032,1.39829797733087,0.686,0.372,0,0
"37","ABCB1",5243,"ENSG00000085563","Endothelial",0.943,0.226,8.54638893211765,5.92390539226608,0.964,0.928,2.56845976124573e-231,1.29144725255197e-226
"38","ABCB11",8647,"ENSG00000276582, ENSG00000073734","L5 ET",0.43,0.056,3.60486066538536,2.49869900652331,0.696,0.392,1.20481480457739e-75,6.05792931889558e-71
"39","ABCB4",5244,"ENSG00000005471","Endothelial",0.257,0.143,4.94944867016902,3.43069639105383,0.565,0.13,4.45625692352632e-08,0.00224065054371827
"40","ABCB5",340273,"ENSG00000004846","VIP",0.343,0.249,2.84756389319542,1.97378088403271,0.56,0.12,0,0
"41","ABCB5",340273,"ENSG00000004846","PAX6",0.606,0.253,4.05495982558049,2.81068397038497,0.723,0.446,1.35593551559474e-267,6.81777936596191e-263
"42","ABCB7",22,"ENSG00000131269","VLMC",0.273,0.546,2.09778640141637,1.45407472955875,0.391,0.218,NA,NA
"43","ABCC12",94160,"ENSG00000140798","L5 IT",0.335,0.141,1.80938783075453,1.25417207342698,0.603,0.206,0,0
"44","ABCC12",94160,"ENSG00000140798","L5 ET",0.576,0.17,1.96072404347568,1.35907034259127,0.716,0.432,2.72743639800509e-34,1.37138229528094e-29
"45","ABCC3",8714,"ENSG00000108846","Microglia",0.227,0.257,1.61682236322271,1.12069586253409,0.488,0.024,NA,NA
"46","ABCC3",8714,"ENSG00000108846","Other IT",0.514,0.252,2.12235067642321,1.47110138752225,0.665,0.33,2.59247826631154e-127,1.3035239970841e-122
"47","ABCC3",8714,"ENSG00000108846","L5/6 IT Car3",0.81,0.244,4.35006994446087,3.01523871724162,0.86,0.72,0,0
"48","ABCC4",10257,"ENSG00000125257","Endothelial",0.557,0.617,1.83390933253835,1.27116908325153,0.507,0.014,0.000431854935765997,1
"49","ABCC4",10257,"ENSG00000125257","Microglia",0.9,0.613,5.86881953656662,4.06795571498627,0.875,0.75,0,0
"50","ABCC9",10060,"ENSG00000069431","Astrocyte",0.469,0.328,2.51836490959168,1.74559753670458,0.6,0.2,1.02271805720215e-84,5.14232866341812e-80
"51","ABCC9",10060,"ENSG00000069431","Pericyte",0.625,0.331,4.89052279619476,3.38985208764654,0.717,0.434,6.05641144125836e-15,3.04522423677912e-10
"52","ABCC9",10060,"ENSG00000069431","L5/6 NP",0.733,0.324,2.54894018672449,1.76679070384402,0.765,0.53,4.83405405547028e-231,2.43061071963101e-226
"53","ABCC9",10060,"ENSG00000069431","L6 CT",0.819,0.303,2.28871194416367,1.58641423121092,0.822,0.644,0,0
"54","ABCD2",225,"ENSG00000173208","Astrocyte",0.602,0.531,1.88293165417971,1.30514876728174,0.592,0.184,2.13012775381978e-54,1.07104953589812e-49
"55","ABCD3",5825,"ENSG00000117528","VLMC",0.727,0.603,2.19980761790293,1.5247904481237,0.644,0.288,NA,NA
"56","ABCG1",9619,"ENSG00000160179","OPC",0.42,0.382,1.62010855753371,1.12297367885553,0.539,0.0780000000000001,4.41660650966124e-16,2.22071391912277e-11
"57","ABCG1",9619,"ENSG00000160179","Oligodendrocyte",0.497,0.378,2.66301362540925,1.84586038624514,0.593,0.186,5.9589850575263e-120,2.9962372767748e-115
"58","ABCG2",9429,"ENSG00000118777","Pericyte",0.406,0.437,2.17311810915221,1.50629069038261,0.499,0.002,0.000519199531069462,1
"59","ABCG2",9429,"ENSG00000118777","Endothelial",0.957,0.437,8.85730498477448,6.13941597755598,0.967,0.934,0,0
"60","ABCG2",9429,"ENSG00000118777","Microglia",0.479,0.437,4.1928666704838,2.90627371110962,0.568,0.136,8.14164779575475e-244,4.09370192818345e-239
"61","ABHD12",26090,"ENSG00000100997","Microglia",0.615,0.795,1.71353220038197,1.18773001349344,0.421,0.158,4.47293956377231e-30,2.24903874206035e-25
"62","ABHD12B",145447,"ENSG00000131969","L5 ET",0.791,0.235,1.7138648290881,1.18796057414327,0.801,0.602,8.68417993203513e-53,4.36649251162658e-48
"63","ABHD14B",84836,"ENSG00000114779","Pericyte",0.188,0.395,2.20076736480349,1.52545569398189,0.432,0.136,4.55434854959258e-09,0.000228997199422064
"64","ABHD17B",51104,"ENSG00000107362","Oligodendrocyte",0.515,0.495,2.28718172160601,1.58535356175945,0.557,0.114,2.27621118777892e-99,1.14450174732712e-94
"65","ABHD17C",58489,"ENSG00000136379","Pericyte",0.125,0.347,1.68560040837673,1.16836917061703,0.4,0.2,0.00172853554857355,1
"66","ABHD2",11057,"ENSG00000140526","OPC",0.946,0.8,2.78847100416169,1.93282081460783,0.851,0.702,1.80015749533572e-301,9.05137190229755e-297
"67","ABHD3",171586,"ENSG00000158201","Endothelial",0.5,0.555,2.75250323735518,1.90788985845486,0.519,0.038,2.77327959923928e-05,1
"68","ABHD3",171586,"ENSG00000158201","Astrocyte",0.644,0.553,1.76269987488903,1.2218104484527,0.589,0.178,3.49291863095829e-42,1.75627441683214e-37
"69","ABHD3",171586,"ENSG00000158201","Microglia",0.508,0.556,2.56541027183577,1.77820689690249,0.506,0.012,1.05005855334569e-22,5.27979941207748e-18
"70","ABI1",10006,"ENSG00000136754","LAMP5",0.927,0.762,1.72927709494172,1.19864354276575,0.763,0.526,0,0
"71","ABI1",10006,"ENSG00000136754","Astrocyte",0.873,0.768,1.63986802438702,1.13666989759427,0.685,0.37,3.17644043653436e-98,1.59714601589384e-93
"72","ABI3BP",25890,"ENSG00000154175","VIP",0.372,0.299,3.65806076183961,2.53557450338609,0.555,0.11,9.90896792663481e-236,4.98232816319125e-231
"73","ABL1",25,"ENSG00000097007","VLMC",0.818,0.762,2.15487549471871,1.49364587362198,0.575,0.15,NA,NA
"74","ABLIM1",3983,"ENSG00000099204","VLMC",1,0.948,1.67686011107928,1.16231085818804,0.712,0.424,NA,NA
"75","ABLIM1",3983,"ENSG00000099204","Endothelial",1,0.948,2.0977611050804,1.45405719547479,0.812,0.624,5.01546861697611e-14,2.52182777530176e-09
"76","ABLIM1",3983,"ENSG00000099204","Astrocyte",0.997,0.947,2.47836761540097,1.71787352500626,0.927,0.854,0,0
"77","ABLIM3",22885,"ENSG00000173210","L5/6 NP",0.929,0.515,2.10716737185617,1.46057712277001,0.836,0.672,3.99548383603306e-272,2.00896922759578e-267
"78","ABLIM3",22885,"ENSG00000173210","VLMC",0.364,0.522,2.75039267637655,1.90642692906312,0.472,0.056,0.0249995380549526,1
"79","ABLIM3",22885,"ENSG00000173210","Endothelial",0.514,0.522,3.18446049612454,2.20729981449324,0.578,0.156,9.54596988531859e-15,4.79980911803704e-10
"80","ABLIM3",22885,"ENSG00000173210","OPC",0.477,0.523,1.50660115939427,1.04429634586248,0.517,0.034,2.65225821498278e-26,1.33358195307549e-21
"81","ABO",28,"ENSG00000175164, ENSG00000281879","L6 CT",0.577,0.119,2.81552846657771,1.9515756183946,0.744,0.488,0,0
"82","ABR",29,"ENSG00000159842, ENSG00000276016, ENSG00000278741","Astrocyte",0.954,0.933,1.74386695353024,1.20875646211115,0.72,0.44,3.24239523052954e-147,1.63030874586256e-142
"83","ABR",29,"ENSG00000159842, ENSG00000276016, ENSG00000278741","Microglia",0.951,0.934,2.85235421660306,1.97710128319669,0.794,0.588,3.29782785855606e-251,1.65818082556057e-246
"84","ABTB1",80325,"ENSG00000114626","Pericyte",0.312,0.39,3.33370235012976,2.3107463848185,0.514,0.028,1.27999834693794e-11,6.43595968823867e-07
"85","ABTB2",25841,"ENSG00000166016","OPC",0.514,0.408,2.11881297742282,1.46864924143444,0.586,0.172,5.06087792771596e-65,2.54466003083486e-60
"86","ABTB2",25841,"ENSG00000166016","VLMC",0.727,0.41,3.16944552941777,2.19689223265425,0.71,0.42,0.00260139158081294,1
"87","ABTB2",25841,"ENSG00000166016","Astrocyte",0.552,0.406,1.80581541961677,1.25169586671904,0.617,0.234,4.17814548363976e-90,2.10081333062891e-85
"88","ABTB2",25841,"ENSG00000166016","Pericyte",0.344,0.41,2.76469552980847,1.91634091159342,0.514,0.028,9.4761124161738e-08,0.00476468408397635
"89","ABTB2",25841,"ENSG00000166016","Oligodendrocyte",0.637,0.4,4.45574269955411,3.08848548949649,0.701,0.402,0,0
"90","ACACB",32,"ENSG00000076555","Endothelial",0.6,0.428,3.06330398440991,2.12332051999178,0.644,0.288,3.49165175311866e-14,1.7556374179856e-09
"91","ACACB",32,"ENSG00000076555","OPC",0.484,0.427,1.56932695839974,1.0877745565915,0.555,0.11,9.76512946721837e-34,4.91000474741207e-29
"92","ACACB",32,"ENSG00000076555","Oligodendrocyte",0.488,0.426,1.77244550260067,1.22856560282381,0.561,0.122,5.93851630802177e-80,2.98594538483642e-75
"93","ACACB",32,"ENSG00000076555","VLMC",0.636,0.428,2.23466706913428,1.54895317846058,0.635,0.27,NA,NA
"94","ACACB",32,"ENSG00000076555","Pericyte",0.312,0.428,3.1654121286853,2.19409649230847,0.475,0.05,0.000115162878953574,1
"95","ACACB",32,"ENSG00000076555","Astrocyte",0.933,0.415,5.13123132638159,3.55669852668227,0.925,0.85,0,0
"96","ACAD10",80724,"ENSG00000111271","Astrocyte",0.606,0.548,1.54531751617208,1.07113247940457,0.557,0.114,6.42716596234128e-22,3.23164331752482e-17
"97","ACADL",33,"ENSG00000115361","VLMC",0.455,0.102,2.64222826768079,1.83145307413872,0.675,0.35,0.0113176069054023,1
"98","ACADL",33,"ENSG00000115361","LAMP5",0.331,0.09,2.38226724057955,1.65126182114803,0.625,0.25,7.97108842551542e-264,4.00794297123341e-259
"99","ACADL",33,"ENSG00000115361","PVALB",0.424,0.082,2.65283071695094,1.83880213195737,0.677,0.354,0,0
"100","ACADVL",37,"ENSG00000072778","Astrocyte",0.81,0.786,1.84370830278549,1.27796121185073,0.667,0.334,5.57690639207824e-141,2.80412430300086e-136
"101","ACAN",176,"ENSG00000157766","PVALB",0.282,0.101,2.40713949434389,1.66850195371896,0.598,0.196,1.00827899722117e-315,5.06972762592776e-311
"102","ACAT1",38,"ENSG00000075239","Endothelial",0.514,0.709,1.84889878983675,1.28155898331604,0.464,0.072,7.14442385331218e-06,0.35922877576839
"103","ACBD3",64746,"ENSG00000182827","Pericyte",0.312,0.679,1.58278197831138,1.09710086570762,0.311,0.378,0.000124681163733552,1
"104","ACBD7",414149,"ENSG00000176244","Astrocyte",0.378,0.071,4.84737630950482,3.35994522204634,0.664,0.328,0,0
"105","ACER2",340485,"ENSG00000177076","Endothelial",0.5,0.352,4.0101637547508,2.7796337001892,0.62,0.24,1.06487731376593e-13,5.35430962134649e-09
"106","ACER3",55331,"ENSG00000078124","Oligodendrocyte",0.849,0.782,2.57537018888233,1.78511058532191,0.714,0.428,1.82804288961261e-322,9.19158245326118e-318
"107","ACHE",43,"ENSG00000087085","PAX6",0.397,0.215,1.58450086509208,1.09829230723337,0.599,0.198,1.63375018476905e-15,8.21465930403725e-11
"108","ACHE",43,"ENSG00000087085","VIP",0.46,0.196,2.43681307395947,1.68907011176662,0.649,0.298,0,0
"109","ACKR2",1238,"ENSG00000144648","Astrocyte",0.258,0.179,2.48716265555775,1.72396978229384,0.548,0.0960000000000001,4.10040143253626e-48,2.06172284429356e-43
"110","ACKR3",57007,"ENSG00000144476","VLMC",0.273,0.049,3.42786650042557,2.37601600010587,0.616,0.232,0.0101118537699486,1
"111","ACLY",47,"ENSG00000131473","VLMC",0.455,0.551,1.87127754215136,1.29707075238736,0.482,0.036,NA,NA
"112","ACOT11",26027,"ENSG00000162390","Astrocyte",0.869,0.381,4.19871021303264,2.91032414615182,0.86,0.72,0,0
"113","ACOT9",23597,"ENSG00000123130","Endothelial",0.357,0.407,2.80597876073568,1.94495626671502,0.49,0.02,NA,NA
"114","ACOT9",23597,"ENSG00000123130","Astrocyte",0.46,0.405,1.50947658016022,1.04628943565932,0.537,0.0740000000000001,1.0624293714991e-06,0.0534200112283462
"115","ACOT9",23597,"ENSG00000123130","Microglia",0.32,0.408,1.89910031267801,1.31635602733327,0.463,0.074,2.43089268844447e-07,0.0122227715267677
"116","ACOT9",23597,"ENSG00000123130","VLMC",0.364,0.407,2.55796445407967,1.77304584931787,0.491,0.018,NA,NA
"117","ACOX1",51,"ENSG00000161533","Endothelial",0.443,0.522,1.51660552869589,1.05123084623719,0.462,0.076,NA,NA
"118","ACOX1",51,"ENSG00000161533","Pericyte",0.281,0.522,1.51883450439263,1.05277585445692,0.394,0.212,0.00476169870906258,1
"119","ACOX2",8309,"ENSG00000168306","VLMC",0.455,0.117,4.83637000550282,3.35231623345897,0.682,0.364,9.44281917110713e-05,1
"120","ACOX2",8309,"ENSG00000168306","Astrocyte",0.289,0.113,4.17602455581811,2.89459964681442,0.597,0.194,5.70205620141478e-189,2.86705087863337e-184
"121","ACOX3",8310,"ENSG00000087008","VLMC",0.364,0.406,1.93765731671805,1.34308170597447,0.492,0.016,NA,NA
"122","ACP6",51205,"ENSG00000162836","Astrocyte",0.552,0.279,2.81275398742327,1.94965249599119,0.673,0.346,5.70437388256216e-178,2.86821623189108e-173
"123","ACSBG1",23205,"ENSG00000103740","Astrocyte",0.928,0.207,6.70821360117812,4.6497793442505,0.95,0.9,0,0
"124","ACSF2",80221,"ENSG00000167107","Astrocyte",0.42,0.125,4.64401003877899,3.21898246487174,0.665,0.33,0,0
"125","ACSF3",197322,"ENSG00000176715","Endothelial",0.171,0.301,1.76077891449707,1.22047894017304,0.442,0.116,0.001456781938174,1
"126","ACSL1",2180,"ENSG00000151726","Oligodendrocyte",0.447,0.383,2.60911398021863,1.80849999914808,0.564,0.128,2.09720795174481e-109,1.05449713021681e-104
"127","ACSL5",51703,"ENSG00000197142","Endothelial",0.414,0.235,3.94123182953452,2.73185373057497,0.604,0.208,1.39558496194196e-06,0.0701714074714036
"128","ACSL6",23305,"ENSG00000164398","Astrocyte",0.898,0.778,2.1364801739081,1.48089520886663,0.764,0.528,2.96689230729211e-243,1.49178312102955e-238
"129","ACSS1",84532,"ENSG00000154930","Microglia",0.257,0.093,2.34164443806105,1.6231042401159,0.585,0.17,7.4994408547478e-45,3.77079385617574e-40
"130","ACSS1",84532,"ENSG00000154930","Astrocyte",0.928,0.074,6.22620738962959,4.31567809770324,0.955,0.91,0,0
"131","ACSS2",55902,"ENSG00000131069","Oligodendrocyte",0.553,0.514,2.47512606398181,1.71562665277942,0.575,0.15,1.94300611327151e-145,9.76962903814047e-141
"132","ACSS3",79611,"ENSG00000111058","Astrocyte",0.767,0.249,5.88022220677543,4.07585944369237,0.838,0.676,0,0
"133","ACSS3",79611,"ENSG00000111058","Pericyte",0.406,0.262,3.88416179997337,2.69229580049018,0.609,0.218,1.8967688110835e-11,9.53714325900893e-07
"134","ACSS3",79611,"ENSG00000111058","VLMC",0.636,0.262,5.43881899967421,3.76990205520004,0.741,0.482,1.79291174953826e-10,9.01493956785331e-06
"135","ACTA2",59,"ENSG00000107796","Pericyte",0.312,0.308,3.69727630399859,2.56275664586772,0.52,0.04,0.0110517870042997,1
"136","ACTA2",59,"ENSG00000107796","VLMC",0.182,0.308,2.1087500120311,1.46167412534511,0.465,0.07,0.0167169690477038,1
"137","ACTB",60,"ENSG00000075624","Pericyte",0.969,0.855,2.98052872297397,2.06594508090735,0.787,0.574,1.51593798377061e-09,7.62228777619702e-05
"138","ACTC1",70,"ENSG00000159251","PVALB",0.288,0.04,2.44001963004704,1.69129272707803,0.624,0.248,0,0
"139","ACTG1",71,"ENSG00000184009","Pericyte",0.594,0.592,2.13798349225703,1.48193722974167,0.541,0.0820000000000001,NA,NA
"140","ACTN2",88,"ENSG00000077522","Oligodendrocyte",0.503,0.6,1.54591208985001,1.07154460647307,0.48,0.04,3.07331811976286e-34,1.54529508379796e-29
"141","ACTN4",81,"ENSG00000130402, ENSG00000282844","Pericyte",0.562,0.646,2.55014650775844,1.76762686186755,0.516,0.032,0.000422459448401018,1
"142","ACTN4",81,"ENSG00000130402, ENSG00000282844","Endothelial",0.7,0.646,3.37556769057996,2.33976522751475,0.639,0.278,1.22129511211797e-17,6.14079395324036e-13
"143","ACTR1A",10121,"ENSG00000138107","Pericyte",0.125,0.312,1.84312184905784,1.27755471310287,0.417,0.166,0.00148567331461931,1
"144","ACTR3",10096,"ENSG00000115091","Microglia",0.503,0.673,2.12340191384139,1.47183004977476,0.464,0.072,1.54294461419509e-46,7.75807981463432e-42
"145","ACVR1",90,"ENSG00000115170","VLMC",0.818,0.647,2.15886954166713,1.49641433600331,0.614,0.228,NA,NA
"146","ACVR1",90,"ENSG00000115170","Endothelial",0.8,0.647,3.84779945732,2.66709134520144,0.731,0.462,3.04189784868704e-26,1.52949665729833e-21
"147","ACVR1C",130399,"ENSG00000123612","L2/3 IT",0.611,0.36,1.63052868825141,1.13019636308357,0.663,0.326,0,0
"148","ACVR1C",130399,"ENSG00000123612","L4 IT",0.677,0.388,1.77477173599782,1.23017802494436,0.7,0.4,0,0
"149","ACVR2A",92,"ENSG00000121989","L6b",0.935,0.555,1.53941004538874,1.06703773268687,0.796,0.592,1.87374206900621e-253,9.4213624971701e-249
"150","ACVRL1",94,"ENSG00000139567","Endothelial",0.343,0.023,5.94726451660378,4.12232963172812,0.664,0.328,5.33627289122293e-131,2.6831313724358e-126
"151","ADA",100,"ENSG00000196839","Astrocyte",0.266,0.102,3.52722325113928,2.44488485173267,0.59,0.18,2.78864817207195e-197,1.4021601873995e-192
"152","ADAM10",102,"ENSG00000137845","Microglia",0.768,0.867,1.93832224469643,1.34354259892796,0.511,0.022,1.39058208944891e-19,6.99198580395806e-15
"153","ADAM10",102,"ENSG00000137845","Oligodendrocyte",0.817,0.867,1.53307778196502,1.06264854214815,0.577,0.154,2.82403629225025e-58,1.41995368810635e-53
"154","ADAM10",102,"ENSG00000137845","Endothelial",0.729,0.865,1.5857147297468,1.09913369409637,0.503,0.00600000000000001,0.000803794241635822,1
"155","ADAM12",8038,"ENSG00000148848","OPC",0.587,0.451,2.45674365733104,1.70288493943754,0.618,0.236,9.25926935613309e-71,4.65565322495728e-66
"156","ADAM12",8038,"ENSG00000148848","L5/6 NP",0.852,0.446,2.23161767237101,1.54683949769171,0.805,0.61,6.93251261742829e-266,3.48573666916912e-261
"157","ADAM15",8751,"ENSG00000143537","Endothelial",0.343,0.233,3.02761209415584,2.09858078689331,0.577,0.154,1.78965156443149e-09,8.99854703111796e-05
"158","ADAM17",6868,"ENSG00000151694","Pericyte",0.344,0.626,1.82307958123127,1.26366247166686,0.382,0.236,0.00113987112864889,1
"159","ADAM19",8728,"ENSG00000135074","VLMC",0.455,0.495,3.52279551971235,2.44181578217782,0.569,0.138,0.000217216815175863,1
"160","ADAM28",10863,"ENSG00000042980","Microglia",0.879,0.093,8.02189906750609,5.5603567213783,0.929,0.858,0,0
"161","ADAM33",80332,"ENSG00000149451","VIP",0.527,0.055,4.49842485096978,3.1180705024105,0.744,0.488,0,0
"162","ADAM33",80332,"ENSG00000149451","Pericyte",0.531,0.09,4.84140911284471,3.35580907650554,0.737,0.474,4.02625175252105e-15,2.02443964368511e-10
"163","ADAM33",80332,"ENSG00000149451","VLMC",0.727,0.09,4.98060283656859,3.45229081365638,0.843,0.686,2.85706408761736e-09,0.000143656039389488
"164","ADAM9",8754,"ENSG00000168615, ENSG00000282230","VLMC",0.182,0.677,1.93003586710395,1.33779891966267,0.314,0.372,2.28150438920118e-05,1
"165","ADAMTS10",81794,"ENSG00000142303","Pericyte",0.719,0.707,2.4375115585086,1.68955426436251,0.591,0.182,0.000750090684779092,1
"166","ADAMTS10",81794,"ENSG00000142303","VLMC",0.909,0.707,1.83304791699263,1.27057199549472,0.612,0.224,NA,NA
"167","ADAMTS10",81794,"ENSG00000142303","Microglia",0.692,0.707,1.51098653758165,1.04733605838876,0.471,0.0580000000000001,NA,NA
"168","ADAMTS12",81792,"ENSG00000151388, ENSG00000281690","VLMC",1,0.385,8.80091270827028,6.10032783009174,0.999,0.998,2.21200236755151e-79,1.11221691042858e-74
"169","ADAMTS12",81792,"ENSG00000151388, ENSG00000281690","L5/6 NP",0.811,0.378,4.52624903946791,3.13735676021934,0.836,0.672,0,0
"170","ADAMTS14",140766,"ENSG00000138316","Oligodendrocyte",0.345,0.082,5.76747850413292,3.99771146407982,0.642,0.284,0,0
"171","ADAMTS16",170690,"ENSG00000145536","Other IT",0.768,0.393,2.32443200259513,1.61117348900212,0.758,0.516,4.56498352105071e-163,2.29531936421951e-158
"172","ADAMTS17",170691,"ENSG00000140470","L4 IT",0.761,0.523,1.55390114680831,1.07708219877905,0.707,0.414,0,0
"173","ADAMTS17",170691,"ENSG00000140470","OPC",0.872,0.536,2.86238725453659,1.98405565515276,0.817,0.634,6.22628088523622e-303,3.13063629190562e-298
"174","ADAMTS17",170691,"ENSG00000140470","PVALB",0.934,0.517,3.11929974755461,2.16213382533883,0.886,0.772,0,0
"175","ADAMTS17",170691,"ENSG00000140470","Astrocyte",0.796,0.535,2.09030625429433,1.44888988667093,0.737,0.474,5.96198936016004e-240,2.99774787018207e-235
"176","ADAMTS18",170692,"ENSG00000140873","Astrocyte",0.291,0.237,2.58548325633595,1.79212042951421,0.539,0.0780000000000001,1.19156979784075e-51,5.9913321005231e-47
"177","ADAMTS18",170692,"ENSG00000140873","Oligodendrocyte",0.267,0.237,3.37623860164839,2.34023026763023,0.527,0.054,1.79082111657624e-130,9.00442765625697e-126
"178","ADAMTS2",9509,"ENSG00000087116, ENSG00000283802","LAMP5",0.562,0.407,1.82325134289687,1.2637815277811,0.615,0.23,8.76781810422723e-190,4.4085466209865e-185
"179","ADAMTS20",80070,"ENSG00000173157","LAMP5",0.406,0.279,2.38274631311952,1.6515938889284,0.576,0.152,2.37618194498954e-153,1.19476804376019e-148
"180","ADAMTS20",80070,"ENSG00000173157","SST",0.429,0.278,3.01927182665012,2.09279975398661,0.603,0.206,0,0
"181","ADAMTS20",80070,"ENSG00000173157","PVALB",0.355,0.281,1.50089997675293,1.04034458718879,0.549,0.0980000000000001,3.34340436608495e-108,1.68109714931117e-103
"182","ADAMTS3",9508,"ENSG00000156140","L2/3 IT",0.787,0.441,2.1991466875373,1.52433232610423,0.763,0.526,0,0
"183","ADAMTS3",9508,"ENSG00000156140","L6 IT",0.854,0.478,1.98608864652493,1.37665174568088,0.794,0.588,0,0
